order_id,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,weather,traffic_density
0x59d5 ,12.326356,76.619103,12.406356,76.699103,conditions Cloudy,Jam 
0x2e39 ,21.186608,72.794136,21.236608,72.844136,conditions Windy,Jam 
0x2bc5 ,21.149669,72.772629,21.189669,72.812629,conditions Sunny,High 
0x5722 ,23.374989,85.335486,23.444989,85.405486,conditions Stormy,Jam 
0xc5a7 ,30.88722,75.804893,30.91722,75.834893,conditions Sunny,Medium 
0x99c9 ,0.0,0.0,0.08,0.08,conditions Sandstorms,Medium 
0x9c5a ,11.003008,76.97544,11.113008,77.08544,conditions Sunny,Jam 
0x9bc3 ,26.90519,75.810753,26.99519,75.900753,conditions Fog,Low 
0xcde4 ,19.866969,75.318894,19.886969,75.338894,conditions Fog,High 
0x1405 ,12.311072,76.654878,12.391072,76.734878,conditions Stormy,Jam 
0xecc ,17.424114,78.347554,17.494114,78.417554,conditions Cloudy,Low 
0x6135 ,26.90294,75.793007,26.99294,75.883007,conditions Stormy,Jam 
0x72fc ,12.297954,76.665169,12.407954,76.775169,conditions Fog,Jam 
0x57b3 ,22.751234,75.88949,22.811234,75.94949,conditions Stormy,Low 
0xaf10 ,10.994136,76.963303,11.024136,76.993303,conditions Cloudy,Jam 
0xbb86 ,13.022394,80.242439,13.052394,80.272439,conditions Sandstorms,Medium 
0xd6bd ,0.0,0.0,0.03,0.03,conditions Sandstorms,Jam 
0xa191 ,21.173493,72.801953,21.253493,72.881953,conditions Stormy,Jam 
0x2537 ,26.905287,75.794592,26.945287,75.834592,conditions Windy,High 
0xbc80 ,12.978453,77.643685,12.998453,77.663685,conditions Stormy,Low 
0x1113 ,11.003681,76.975525,11.093681,77.065525,conditions Fog,Medium 
0xb7fe ,12.939496,77.625999,12.969496,77.655999,conditions Stormy,Medium 
0xaf9d ,26.846156,75.8023,26.906156,75.8623,conditions Windy,Medium 
0x4eda ,11.021278,76.995017,11.111278,77.085017,conditions Windy,Jam 
0xb42a ,18.539299,73.897902,18.649299,74.007902,conditions Stormy,Jam 
0x5ecc ,12.3085,76.665808,12.3285,76.685808,conditions Sunny,Low 
0x4b04 ,0.0,0.0,0.07,0.07,conditions Windy,Medium 
0x9378 ,19.091458,72.827808,19.201458,72.937808,conditions Sunny,Medium 
0xca0e ,22.514688,88.393294,22.604688,88.483294,conditions Sandstorms,Low 
0x3fdf ,12.913041,77.683237,12.933041,77.703237,conditions Windy,Low 
0xa77f ,0.0,0.0,0.11,0.11,conditions Fog,Jam 
0xb2cf ,12.913041,77.683237,12.983041,77.753237,conditions Cloudy,Medium 
0xd8c2 ,30.899992,75.831338,30.929992,75.861338,conditions Cloudy,Jam 
0x5991 ,13.091809,80.219104,13.121809,80.249104,conditions Cloudy,Medium 
0xd53c ,23.232537,77.429845,23.252537,77.449845,conditions Sandstorms,Low 
0x9c8f ,12.972532,77.608179,12.982532,77.618179,conditions Windy,High 
0xd627 ,25.450377,81.834236,25.500377,81.884236,conditions Sunny,Jam 
0x837e ,26.846156,75.8023,26.956156,75.9123,conditions Cloudy,Jam 
0x4d8f ,11.022477,76.995667,11.092477,77.065667,conditions Fog,Low 
0xa070 ,0.0,0.0,0.08,0.08,conditions Windy,Low 
0x6046 ,12.299524,76.64262,12.319524,76.66262,conditions Cloudy,Low 
0x78cb ,19.207222,72.972281,19.317222,73.082281,conditions Fog,Jam 
0x3c37 ,12.284747,76.625861,12.414747,76.755861,conditions Windy,Medium 
0xc630 ,27.160934,78.044095,27.220934,78.104095,conditions Sandstorms,Low 
0x2996 ,21.186438,72.794115,21.246438,72.854115,conditions Fog,Low 
0x6221 ,23.351489,85.324253,23.361489,85.334253,conditions Sunny,Low 
0x8cd6 ,13.049645,80.242268,13.119645,80.312268,conditions Sandstorms,Medium 
0x5f2b ,13.081878,80.248519,13.121878,80.288519,conditions Cloudy,High 
0x11c0 ,22.311844,73.165081,22.441844,73.295081,conditions Sandstorms,Low 
0xb4f8 ,22.761593,75.886362,22.891593,76.016362,conditions Windy,Low 
0x321b ,11.026117,76.944652,11.046117,76.964652,conditions Sunny,Low 
0x10fb ,13.022394,80.242439,13.092394,80.312439,conditions Sandstorms,Medium 
0x998a ,17.440827,78.393391,17.500827,78.453391,conditions Windy,Medium 
0x3064 ,22.310526,73.170937,22.390526,73.250937,conditions Sandstorms,Jam 
0xa9a ,22.761226,75.887522,22.781226,75.907522,conditions NaN,NaN 
0x7fa5 ,12.323978,76.627961,12.433978,76.737961,conditions Cloudy,Jam 
0x3087 ,19.176269,72.836721,19.236269,72.896721,conditions Cloudy,Medium 
0xc116 ,0.0,0.0,0.03,0.03,conditions Fog,Low 
0x9eb5 ,23.357804,85.325146,23.367804,85.335146,conditions Sandstorms,Low 
0x2ab5 ,12.970324,77.645748,12.980324,77.655748,conditions Stormy,Low 
0xbe25 ,22.745536,75.893106,22.755536,75.903106,conditions Cloudy,High 
0x2b1c ,21.186884,72.793616,21.216884,72.823616,conditions Fog,Jam 
0x206b ,11.003008,76.97544,11.093008,77.06544,conditions Stormy,Jam 
0xd876 ,0.0,0.0,0.06,0.06,conditions Windy,Jam 
0xdd6f ,30.89286,75.822199,30.90286,75.832199,conditions Stormy,Low 
0x7667 ,11.008638,76.984311,11.028638,77.004311,conditions Cloudy,Low 
0xb502 ,23.357804,85.325146,23.467804,85.435146,conditions Sunny,Medium 
0xdf9c ,9.979186,76.317361,10.089186,76.427361,conditions Cloudy,Jam 
0xa301 ,13.005801,80.250744,13.085801,80.330744,conditions Stormy,Jam 
0x87f1 ,26.88842,75.800689,26.99842,75.910689,conditions Windy,Jam 
0x81f6 ,26.913726,75.75282,27.003726,75.842821,conditions Sunny,Jam 
0xdff ,19.176269,72.836721,19.246269,72.906721,conditions Windy,Medium 
0xa7f9 ,12.939496,77.625999,13.069496,77.755999,conditions Sandstorms,Medium 
0xa50b ,17.430448,78.418213,17.520448,78.508213,conditions Sunny,Jam 
0x67f9 ,13.022394,80.242439,13.102394,80.322439,conditions Windy,Jam 
0x367f ,10.96185,76.971082,11.01185,77.021082,conditions Sunny,Low 
0x7d20 ,21.149569,72.772697,21.179569,72.802697,conditions Cloudy,Low 
0x4aa9 ,21.160437,72.774209,21.190437,72.804209,conditions Windy,Low 
0x5eec ,22.725835,75.887648,22.835835,75.997648,conditions Sunny,Jam 
0xf75 ,12.939496,77.625999,13.029496,77.715999,conditions Fog,Jam 
0x75fe ,21.183434,72.814492,21.293434,72.924492,conditions Cloudy,Medium 
0x136b ,26.902908,75.792934,26.942908,75.832934,conditions Sunny,High 
0x7fab ,12.311072,76.654878,12.361072,76.704878,conditions Sunny,Low 
0x7293 ,13.027018,80.254791,13.057018,80.284791,conditions Stormy,Low 
0xa9d2 ,0.0,0.0,0.09,0.09,conditions Sandstorms,Jam 
0xde7 ,12.935662,77.61413,13.025662,77.70413,conditions Windy,Low 
0xca24 ,0.0,0.0,0.03,0.03,conditions Fog,Medium 
0x1c0c ,22.753839,75.897429,22.773839,75.917429,conditions Windy,Low 
0x5542 ,12.949934,77.699386,12.969934,77.719386,conditions Cloudy,Low 
0x8545 ,11.024839,77.007003,11.104839,77.087003,conditions Fog,Low 
0x86ce ,22.308096,73.167753,22.338096,73.197753,conditions Sandstorms,Medium 
0xb089 ,21.186438,72.794115,21.256438,72.864115,conditions Sandstorms,Low 
0xe64 ,23.354422,85.3329,23.374422,85.3529,conditions Stormy,Low 
0x6254 ,23.416792,85.316842,23.476792,85.376842,conditions Sunny,Low 
0xac90 ,12.334022,76.618203,12.384022,76.668203,conditions Cloudy,Low 
0xa05b ,13.058616,80.264151,13.188616,80.394151,conditions Fog,Jam 
0x6ab ,18.520016,73.830547,18.580016,73.890547,conditions Stormy,Jam 
0x938b ,12.933298,77.614293,12.973298,77.654293,conditions Sunny,High 
0x172f ,12.316967,76.603067,12.356967,76.643067,conditions Sunny,Medium 
0xb667 ,26.90519,75.810753,26.96519,75.870753,conditions Cloudy,Low 
0x955d ,12.311072,76.654878,12.401072,76.744878,conditions Sunny,Jam 
0x780a ,13.026286,80.275235,13.066286,80.315235,conditions Sunny,High 
0x3462 ,11.001753,76.986241,11.091753,77.076241,conditions Sunny,Jam 
0xce5e ,30.335259,78.053162,30.375259,78.093162,conditions Windy,Medium 
0xb5ae ,13.029198,77.570997,13.079198,77.620997,conditions Fog,Medium 
0x378a ,12.337978,76.616792,12.357978,76.636792,conditions Sandstorms,Low 
0x1a20 ,22.744648,75.894377,22.764648,75.914377,conditions Cloudy,High 
0x91b5 ,23.355164,85.324097,23.365164,85.334097,conditions Fog,Low 
0x9484 ,21.186608,72.794136,21.246608,72.854136,conditions Windy,Medium 
0x28d8 ,18.563934,73.915367,18.583935,73.935367,conditions Cloudy,Low 
0xce6a ,25.457116,81.859682,25.517116,81.919682,conditions Sunny,Medium 
0xd8b7 ,30.893234,75.82172,30.963234,75.89172,conditions Windy,Jam 
0xd6a6 ,19.878028,75.317475,19.958028,75.397475,conditions Cloudy,Low 
0x710f ,12.334022,76.618203,12.444022,76.728203,conditions Cloudy,Low 
0x82ad ,0.0,0.0,0.02,0.02,conditions Fog,High 
0x62ec ,23.374989,85.335486,23.404989,85.365486,conditions Fog,Jam 
0xc52d ,19.875522,75.367127,19.955522,75.447127,conditions Windy,Medium 
0x40d5 ,13.091809,80.219104,13.111809,80.239104,conditions Sunny,Low 
0x35c4 ,12.935662,77.61413,12.945662,77.62413,conditions Cloudy,High 
0x290d ,12.978453,77.643685,13.108453,77.773685,conditions Cloudy,Jam 
0xad31 ,23.359407,85.325055,23.369407,85.335055,conditions Fog,High 
0xb2ad ,26.956431,75.776649,27.046431,75.866649,conditions Windy,Jam 
0xb083 ,12.981615,80.231598,13.031615,80.281598,conditions Sandstorms,Jam 
0x6497 ,0.0,0.0,0.08,0.08,conditions Cloudy,Low 
0xdb0e ,26.483042,80.317833,26.543042,80.377833,conditions Stormy,Jam 
0x188c ,22.728163,75.884212,22.778163,75.934212,conditions Windy,Jam 
0x3d16 ,12.906229,77.596791,12.956229,77.646791,conditions Windy,Low 
0xb563 ,12.972532,77.608179,13.012532,77.648179,conditions Windy,High 
0xd067 ,26.472001,80.354002,26.562001,80.444002,conditions Sunny,Jam 
0xbb55 ,12.970324,77.645748,13.010324,77.685748,conditions Cloudy,High 
0x6caf ,26.849596,75.800512,26.919596,75.870512,conditions Windy,Medium 
0xa41d ,12.935662,77.61413,12.975662,77.65413,conditions Stormy,High 
0xac87 ,21.149569,72.772697,21.159569,72.782697,conditions Sandstorms,Low 
0xdcb0 ,26.47775,80.351569,26.51775,80.391569,conditions Windy,High 
0x10ee ,26.914142,75.805704,26.934142,75.825704,conditions Fog,Low 
0xbf4 ,23.359194,85.325447,23.399194,85.365447,conditions Fog,High 
0x9df9 ,26.905287,75.794592,26.945287,75.834592,conditions Fog,Medium 
0x2109 ,12.978453,77.643685,13.028453,77.693685,conditions Windy,Medium 
0x6056 ,17.41233,78.449654,17.43233,78.469654,conditions Sunny,Low 
0xa59c ,12.334022,76.618203,12.374022,76.658203,conditions Windy,High 
0xcb68 ,0.0,0.0,0.11,0.11,conditions Sandstorms,Jam 
0x3f94 ,21.175104,72.804342,21.195104,72.824342,conditions Cloudy,Low 
0x4090 ,12.934179,77.615797,12.954179,77.635797,conditions Windy,Low 
0xc45f ,15.5696,73.742294,15.6596,73.832294,conditions Cloudy,Jam 
0xc63 ,11.026117,76.944652,11.116117,77.034652,conditions Stormy,Jam 
0xb7f6 ,22.725748,75.898497,22.835748,76.008497,conditions Windy,Jam 
0x8191 ,22.753659,75.903365,22.843659,75.993365,conditions Fog,Jam 
0xb644 ,12.325461,76.632278,12.385461,76.692278,conditions Cloudy,Medium 
0xac49 ,13.091809,80.219104,13.221809,80.349104,conditions Sandstorms,Low 
0x2da7 ,21.160437,72.774209,21.200437,72.814209,conditions Windy,High 
0x22c9 ,18.994237,72.825553,19.064237,72.895553,conditions Cloudy,Jam 
0x6b73 ,12.3085,76.665808,12.3485,76.705808,conditions Windy,High 
0x5bb2 ,22.753839,75.897429,22.803839,75.947429,conditions Fog,Jam 
0xaf1c ,18.994049,72.825203,19.034049,72.865203,conditions Sandstorms,High 
0x3643 ,22.308096,73.167753,22.368096,73.227753,conditions Sunny,Low 
0x1979 ,12.970324,77.645748,13.060324,77.735748,conditions Sunny,Jam 
0x75cd ,0.0,0.0,0.04,0.04,conditions Windy,Medium 
0x43a5 ,12.3085,76.665808,12.4385,76.795808,conditions Stormy,Jam 
0xd4f7 ,15.157944,73.950889,15.267944,74.060889,conditions Sandstorms,Medium 
0xb070 ,26.913726,75.75282,26.923726,75.762821,conditions Stormy,Low 
0x68df ,17.410371,78.437225,17.480371,78.507225,conditions Stormy,Jam 
0xe01c ,22.514585,88.39331,22.624585,88.50331,conditions Sandstorms,Jam 
0x386f ,11.021278,76.995017,11.041278,77.015017,conditions Sandstorms,Low 
0x1b3d ,0.0,0.0,0.08,0.08,conditions Sandstorms,Low 
0xab60 ,19.103249,72.846749,19.153249,72.896749,conditions Sunny,Medium 
0x5c47 ,22.745536,75.893106,22.785536,75.933106,conditions Fog,Medium 
0x4b80 ,22.725835,75.887648,22.815835,75.977648,conditions Windy,Low 
0xcebe ,25.450329,81.834279,25.520329,81.904279,conditions Fog,Medium 
0x9658 ,19.120083,72.907385,19.210083,72.997385,conditions Cloudy,Jam 
0x938e ,11.026117,76.944652,11.086117,77.004652,conditions Fog,Jam 
0x3d56 ,17.450851,78.379347,17.520851,78.449347,conditions Fog,Jam 
0x95c6 ,11.025083,77.015393,11.055083,77.045393,conditions Sandstorms,Medium 
0x8021 ,22.761593,75.886362,22.841593,75.966362,conditions Cloudy,Medium 
0x94ab ,22.727021,75.884167,22.797021,75.954167,conditions Sunny,Medium 
0x5d4f ,17.458998,78.500366,17.528998,78.570366,conditions Fog,Jam 
0x20ea ,21.15276,72.778059,21.22276,72.848059,conditions Fog,Low 
0x7d34 ,17.41233,78.449654,17.50233,78.539654,conditions Sunny,Jam 
0x9e89 ,0.0,0.0,0.08,0.08,conditions Sandstorms,Jam 
0x61d3 ,11.001753,76.986241,11.061753,77.046241,conditions Sandstorms,Low 
0x8c02 ,22.32,73.17,22.33,73.18,conditions Stormy,Low 
0x9132 ,12.3085,76.665808,12.3685,76.725808,conditions Windy,Jam 
0x7d43 ,11.006686,76.951736,11.116686,77.061736,conditions Windy,Low 
0xe0a3 ,22.533662,88.366217,22.663662,88.496217,conditions Fog,Low 
0x582a ,21.175104,72.804342,21.265104,72.894342,conditions Stormy,Jam 
0xb861 ,12.337978,76.616792,12.467978,76.746792,conditions Windy,Medium 
0xd1f6 ,0.0,0.0,0.01,0.01,conditions Windy,Low 
0x7136 ,0.0,0.0,0.02,0.02,conditions Sandstorms,Low 
0x46cd ,23.351489,85.324253,23.411489,85.384253,conditions Stormy,Jam 
0x7fc2 ,11.001852,76.976268,11.011852,76.986268,conditions Windy,High 
0x5726 ,26.905287,75.794592,27.045287,75.934592,conditions Fog,Jam 
0x444f ,18.543626,73.905101,18.613626,73.975101,conditions Windy,Jam 
0x25b2 ,21.186884,72.793616,21.216884,72.823616,conditions Sunny,Low 
0x703f ,19.22384,72.841347,19.29384,72.911347,conditions Windy,Jam 
0xa11e ,26.90519,75.810753,27.01519,75.920753,conditions Cloudy,Medium 
0xd4ef ,0.0,0.0,0.05,0.05,conditions Sunny,Medium 
0x8b35 ,17.458998,78.500366,17.478998,78.520366,conditions Windy,Low 
0xa287 ,0.0,0.0,0.06,0.06,conditions Cloudy,Jam 
0x811f ,18.530963,73.828972,18.640963,73.938972,conditions Sunny,Low 
0x4e19 ,17.430448,78.418213,17.480448,78.468213,conditions Sunny,Jam 
0x1e41 ,0.0,0.0,0.13,0.13,conditions Fog,Low 
0x37bf ,17.411028,78.329645,17.461028,78.379645,conditions Sunny,Low 
0x216e ,18.569156,73.774723,18.589156,73.794723,conditions Stormy,High 
0xbbf5 ,26.88842,75.800689,26.94842,75.860689,conditions Sandstorms,Jam 
0xa856 ,12.939496,77.625999,13.009496,77.695999,conditions Windy,Low 
0x4dfb ,12.321214,76.621094,12.451214,76.751094,conditions Windy,Low 
0x40de ,23.359407,85.325055,23.469407,85.435055,conditions Fog,Medium 
0xc5d1 ,9.970717,76.285447,10.060717,76.375447,conditions Sandstorms,Jam 
0x2fc9 ,19.131141,72.813074,19.19114,72.873074,conditions Cloudy,Jam 
0x946d ,23.357804,85.325146,23.417804,85.385146,conditions Cloudy,Low 
0x861e ,23.354422,85.3329,23.394422,85.3729,conditions Sandstorms,High 
0x8681 ,26.90294,75.793007,26.93294,75.823007,conditions Sunny,Jam 
0x98b8 ,0.0,0.0,0.03,0.03,conditions Cloudy,Jam 
0x33d4 ,11.022298,76.998349,11.052298,77.028349,conditions Sandstorms,Low 
0x48af ,17.438263,78.397865,17.518263,78.477865,conditions Fog,Jam 
0xab6a ,12.311072,76.654878,12.361072,76.704878,conditions Cloudy,Jam 
0x7871 ,12.975996,80.221898,13.045996,80.291898,conditions Fog,Medium 
0x8167 ,21.170798,72.790489,21.210798,72.830489,conditions Sandstorms,Medium 
0xe06e ,25.451517,81.832616,25.461517,81.842616,conditions Cloudy,Low 
0x623e ,12.986047,80.218114,12.996047,80.228114,conditions Sunny,Low 
0xe0e1 ,27.16185,78.040165,27.30185,78.180165,conditions Fog,Low 
0xa52 ,0.0,0.0,0.13,0.13,conditions Cloudy,Jam 
0x350b ,21.157729,72.768726,21.227729,72.838726,conditions Fog,Jam 
0x124e ,17.45971,78.368855,17.52971,78.438855,conditions Stormy,Low 
0x50b ,-19.22384,-72.841347,19.26384,72.881347,conditions NaN,NaN 
0x8d51 ,0.0,0.0,0.03,0.03,conditions Stormy,Jam 
0x4407 ,19.120083,72.907385,19.150083,72.937385,conditions Stormy,Jam 
0x6b03 ,11.000762,76.981876,11.010762,76.991876,conditions Fog,Low 
0xc0d ,22.761226,75.887522,22.841226,75.967522,conditions Windy,Medium 
0xc75d ,19.888716,75.321461,19.938716,75.371461,conditions Sandstorms,Low 
0xd267 ,30.899584,75.809346,31.039584,75.949346,conditions Windy,Medium 
0x8e24 ,22.651847,75.881991,22.661847,75.891991,conditions Cloudy,Low 
0xc608 ,30.895204,75.822103,30.935204,75.862103,conditions Sunny,Medium 
0x31cb ,17.433809,78.386744,17.473809,78.426744,conditions Cloudy,High 
0xb335 ,23.369746,85.33982,23.449746,85.41982,conditions Sunny,Jam 
0x70dd ,11.001852,76.976268,11.051852,77.026268,conditions Windy,Low 
0xd768 ,19.874103,75.368419,19.934103,75.428419,conditions Cloudy,Jam 
0xc909 ,10.035573,76.336958,10.085573,76.386958,conditions Sunny,Jam 
0x6ba9 ,12.284747,76.625861,12.324747,76.665861,conditions Stormy,High 
0x621a ,26.891191,75.802083,26.961191,75.872083,conditions Sandstorms,Medium 
0xbe65 ,22.725748,75.898497,22.795748,75.968497,conditions Windy,Low 
0x8a5a ,19.055831,72.833984,19.185831,72.963984,conditions Cloudy,Jam 
0x8251 ,17.440827,78.393391,17.530827,78.483391,conditions Windy,Jam 
0xa6f6 ,26.846156,75.8023,26.856156,75.8123,conditions Sandstorms,Low 
0x3f6d ,17.429585,78.392621,17.519585,78.482621,conditions Fog,Medium 
0xacd ,11.016298,76.972076,11.076298,77.032076,conditions Sandstorms,Low 
0xa1f2 ,13.086438,80.220672,13.176438,80.310672,conditions Fog,Low 
0xd74b ,27.161694,78.034714,27.201694,78.074714,conditions Sandstorms,High 
0x887e ,18.569156,73.774723,18.619156,73.824723,conditions Stormy,Medium 
0x876c ,21.160522,72.771477,21.190522,72.801477,conditions Stormy,Medium 
0x6f19 ,12.934365,77.616155,12.964365,77.646155,conditions Sunny,Low 
0x6b3e ,17.438263,78.397865,17.468263,78.427865,conditions Windy,Jam 
0x6913 ,26.905287,75.794592,26.915287,75.804592,conditions Fog,Low 
0xb610 ,12.352058,76.60665,12.442058,76.69665,conditions Sunny,Low 
0x54b7 ,17.410371,78.437225,17.440371,78.467225,conditions Sandstorms,Low 
0x37d4 ,11.025083,77.015393,11.135083,77.125393,conditions Fog,Medium 
0x5c9f ,26.913483,75.803139,27.053483,75.943139,conditions Windy,Low 
0x8972 ,11.010375,76.95295,11.020375,76.96295,conditions Sandstorms,Low 
0x668c ,12.979096,77.640625,12.999096,77.660625,conditions Stormy,Low 
0x3284 ,18.563934,73.915367,18.633934,73.985367,conditions Cloudy,Low 
0x6310 ,12.978453,77.643685,12.988453,77.653685,conditions Sunny,Low 
0x7dc4 ,26.90519,75.810753,26.94519,75.850753,conditions Sunny,Medium 
0x5d38 ,12.935662,77.61413,13.015662,77.69413,conditions Sunny,Medium 
0x5ade ,18.563934,73.915367,18.693935,74.045367,conditions Windy,Low 
0x699 ,11.003669,76.976494,11.013669,76.986494,conditions NaN,NaN 
0xe16e ,30.902872,75.826808,30.942872,75.866808,conditions Sandstorms,Medium 
0xe18b ,27.159795,78.04299,27.209795,78.09299,conditions Sandstorms,Jam 
0x4fb1 ,26.956431,75.776649,27.066431,75.886649,conditions Stormy,Jam 
0x90be ,12.986047,80.218114,13.036047,80.268114,conditions Cloudy,Low 
0x1aee ,23.359194,85.325447,23.469194,85.435447,conditions Sunny,Medium 
0xc8c2 ,23.211529,77.419399,23.231529,77.439399,conditions Windy,Low 
0xc857 ,0.0,0.0,0.09,0.09,conditions Windy,Medium 
0xa4d3 ,26.90519,75.810753,26.91519,75.820753,conditions Sunny,Low 
0x8544 ,12.323978,76.627961,12.393978,76.697961,conditions Fog,Jam 
0xcbd3 ,15.546594,73.760431,15.676594,73.890431,conditions Sandstorms,Low 
0x53f0 ,23.353783,85.326967,23.463783,85.436967,conditions Windy,Low 
0xceb5 ,22.569367,88.433187,22.599367,88.463187,conditions Windy,Jam 
0x22de ,12.337978,76.616792,12.427978,76.706792,conditions Fog,Jam 
0x7b53 ,11.003008,76.97544,11.023008,76.99544,conditions Cloudy,Low 
0x9425 ,13.049645,80.242268,13.099645,80.292268,conditions Sandstorms,Low 
0xdfd8 ,26.483042,80.317833,26.613042,80.447833,conditions Stormy,Medium 
0xbc02 ,22.727021,75.884167,22.757021,75.914167,conditions Stormy,Low 
0xc872 ,15.157944,73.950889,15.197944,73.990889,conditions Fog,High 
0xed5 ,12.970221,77.645396,12.980221,77.655396,conditions Sandstorms,High 
0x219e ,12.914264,77.6784,13.044264,77.8084,conditions Windy,Jam 
0x7d66 ,21.170798,72.790489,21.230798,72.850489,conditions Sunny,Jam 
0xcb08 ,26.481547,80.299775,26.611547,80.429775,conditions Windy,Jam 
0x33b4 ,22.725835,75.887648,22.815835,75.977648,conditions Sunny,Low 
0x6021 ,12.949934,77.699386,13.079934,77.829386,conditions Sunny,Jam 
0x57c2 ,17.433809,78.386744,17.493809,78.446744,conditions Windy,Low 
0x2a9a ,26.892312,75.806896,26.922313,75.836896,conditions Stormy,Medium 
0xdffb ,23.234631,77.401663,23.254631,77.421663,conditions Fog,Low 
0xc8dc ,15.506205,73.766668,15.526205,73.786668,conditions Windy,Low 
0xbcad ,11.022477,76.995667,11.072477,77.045667,conditions Stormy,Jam 
0x5ed5 ,12.972161,77.596014,13.102161,77.726014,conditions Fog,Medium 
0x2acd ,18.536718,73.830327,18.546719,73.840328,conditions Windy,High 
0x3372 ,0.0,0.0,0.11,0.11,conditions Cloudy,Jam 
0x16fd ,12.334022,76.618203,12.364022,76.648203,conditions Fog,Jam 
0x8a8 ,26.956431,75.776649,27.046431,75.866649,conditions Cloudy,Low 
0x4ddd ,12.304569,76.643622,12.334569,76.673622,conditions Cloudy,Jam 
0x31e5 ,21.160522,72.771477,21.230522,72.841477,conditions Cloudy,Low 
0xd351 ,0.0,0.0,0.13,0.13,conditions Cloudy,Medium 
0xa9bb ,13.054347,80.257221,13.114347,80.317221,conditions Sandstorms,Low 
0x6094 ,22.307898,73.167788,22.337898,73.197788,conditions Windy,Medium 
0x19cd ,26.914142,75.805704,26.954142,75.845704,conditions Windy,High 
0xc11 ,19.103249,72.846749,19.193249,72.936749,conditions Sunny,Jam 
0x34b8 ,22.761226,75.887522,22.851226,75.977522,conditions Sandstorms,Jam 
0x7f66 ,12.978453,77.643685,13.068453,77.733685,conditions Sandstorms,Medium 
0x166b ,18.569156,73.774723,18.659156,73.864723,conditions Fog,Medium 
0x14a6 ,11.02091,76.940432,11.06091,76.980432,conditions Sandstorms,High 
0x5c20 ,19.1813,72.836191,19.2013,72.856191,conditions Fog,Low 
0xa38d ,22.751857,75.866699,22.761857,75.876699,conditions Fog,High 
0x42c0 ,0.0,0.0,0.13,0.13,conditions Sunny,Medium 
0x6da8 ,21.149569,72.772697,21.189569,72.812697,conditions Sandstorms,High 
0xd39a ,0.0,0.0,0.02,0.02,conditions Windy,Low 
0xa0ff ,18.516216,73.842527,18.576216,73.902527,conditions Stormy,Low 
0xd649 ,9.985697,76.281128,10.025697,76.321128,conditions Stormy,Medium 
0x5c9c ,17.41233,78.449654,17.49233,78.529654,conditions Cloudy,Medium 
0x75c5 ,22.311358,73.164798,22.381358,73.234798,conditions Cloudy,Medium 
0xd50a ,30.893244,75.821817,30.923244,75.851817,conditions Sunny,Jam 
0xa996 ,12.304569,76.643622,12.344569,76.683622,conditions Stormy,High 
0x3353 ,18.56245,73.916619,18.59245,73.946619,conditions Windy,Jam 
0x9986 ,22.651847,75.881991,22.721847,75.951991,conditions Sandstorms,Medium 
0x153e ,11.025083,77.015393,11.105083,77.095393,conditions Sunny,Low 
0x6d25 ,12.939496,77.625999,12.999496,77.685999,conditions Cloudy,Medium 
0x79a3 ,23.333017,85.3172,23.363017,85.3472,conditions Fog,Jam 
0x200a ,12.321214,76.621094,12.451214,76.751094,conditions Windy,Low 
0xa119 ,11.022169,76.999594,11.092169,77.069594,conditions Fog,Medium 
0xd120 ,25.450377,81.834236,25.560377,81.944236,conditions Fog,Medium 
0x9d0e ,23.359033,85.325347,23.409033,85.375347,conditions Windy,Medium 
0x5646 ,21.173493,72.801953,21.233493,72.861953,conditions Fog,Medium 
0xb0b ,18.636215,73.751081,18.746215,73.861081,conditions Sunny,Jam 
0x1935 ,11.003008,76.97544,11.013008,76.98544,conditions Windy,Low 
0xc7d5 ,15.544419,73.755736,15.674419,73.885736,conditions Cloudy,Medium 
0x7998 ,22.311603,73.165012,22.371603,73.225012,conditions Windy,Jam 
0x595e ,17.422819,78.449578,17.502819,78.529578,conditions Sandstorms,Low 
0x8d6a ,26.766536,75.837333,26.876536,75.947333,conditions Cloudy,Low 
0x4bd0 ,21.170096,72.789122,21.250096,72.869122,conditions Windy,Jam 
0x8c3f ,18.593481,73.785901,18.703481,73.895901,conditions Windy,Low 
0xb36 ,12.3085,76.665808,12.4385,76.795808,conditions Windy,Medium 
0xc676 ,30.335259,78.053162,30.375259,78.093162,conditions Sunny,Medium 
0xdff6 ,0.0,0.0,0.01,0.01,conditions Fog,Low 
0xbb8d ,26.921411,75.793604,27.051411,75.923604,conditions Stormy,Jam 
0xd511 ,19.866969,75.318894,19.956969,75.408894,conditions Cloudy,Low 
0xc0f5 ,-23.235123,77.398886,23.315123,77.478886,conditions Fog,Low 
0x6d3d ,0.0,0.0,0.05,0.05,conditions Sandstorms,Medium 
0x51e0 ,22.753839,75.897429,22.763838,75.907429,conditions Sunny,High 
0xa3a2 ,18.592718,73.773572,18.702718,73.883572,conditions Windy,Low 
0x3bd5 ,12.979096,77.640625,13.089096,77.750625,conditions Sunny,Jam 
0x30ec ,22.308096,73.167753,22.438096,73.297753,conditions Cloudy,Jam 
0x3399 ,22.761226,75.887522,22.781226,75.907522,conditions Stormy,Low 
0x8bd6 ,0.0,0.0,0.13,0.13,conditions Sandstorms,Jam 
0x9ab3 ,21.15276,72.778059,21.21276,72.838059,conditions Stormy,Jam 
