driver_id,driver_age,driver_rating,vehicle_condition,vehicle_type
VADRES13DEL02 ,20,4.7,2,motorcycle 
KOCRES15DEL01 ,28,4.9,2,motorcycle 
SURRES16DEL02 ,29,4.6,2,motorcycle 
INDORES14DEL02 ,27,4,0,motorcycle 
MUMRES05DEL01 ,22,4.6,1,scooter 
BANGRES16DEL01 ,33,4.8,1,motorcycle 
GOARES05DEL01 ,37,4.5,0,motorcycle 
SURRES08DEL01 ,26,4.8,2,motorcycle 
INDORES20DEL03 ,27,4.9,1,motorcycle 
RANCHIRES02DEL02 ,32,4.8,0,motorcycle 
AGRRES17DEL02 ,36,4.8,2,scooter 
RANCHIRES07DEL02 ,27,4.8,2,electric_scooter 
COIMBRES13DEL03 ,33,4.9,2,electric_scooter 
CHENRES16DEL02 ,25,4.9,0,motorcycle 
COIMBRES19DEL03 ,30,4.6,2,motorcycle 
MUMRES11DEL01 ,22,4.7,2,electric_scooter 
JAPRES18DEL02 ,22,4.9,1,motorcycle 
VADRES010DEL01 ,33,4.8,2,scooter 
SURRES06DEL02 ,34,5,0,motorcycle 
VADRES11DEL03 ,32,4.4,0,motorcycle 
RANCHIRES14DEL03 ,29,4.5,0,motorcycle 
RANCHIRES18DEL01 ,31,4.8,1,motorcycle 
RANCHIRES08DEL01 ,29,4.5,1,scooter 
JAPRES20DEL03 ,32,4.6,0,motorcycle 
PUNERES17DEL03 ,30,5,0,motorcycle 
COIMBRES07DEL02 ,21,4.9,1,motorcycle 
COIMBRES04DEL03 ,NaN ,NaN ,0,motorcycle 
AGRRES010DEL03 ,31,4.6,2,scooter 
MUMRES03DEL02 ,29,4.2,0,motorcycle 
RANCHIRES17DEL01 ,NaN ,NaN ,3,bicycle 
MYSRES06DEL02 ,38,4,0,motorcycle 
VADRES16DEL02 ,31,4.1,2,scooter 
COIMBRES06DEL02 ,35,5,1,motorcycle 
KOCRES15DEL01 ,37,4.8,2,scooter 
MYSRES20DEL01 ,32,4.8,2,scooter 
MUMRES01DEL01 ,39,4.4,2,motorcycle 
RANCHIRES01DEL01 ,30,4.8,0,motorcycle 
VADRES20DEL02 ,21,4.2,2,motorcycle 
KNPRES010DEL01 ,34,4.8,0,motorcycle 
COIMBRES04DEL01 ,31,4.6,2,scooter 
SURRES18DEL03 ,34,4.9,0,motorcycle 
CHENRES010DEL03 ,32,4.8,0,motorcycle 
BANGRES20DEL01 ,22,4.9,0,motorcycle 
COIMBRES19DEL03 ,39,4.4,2,scooter 
VADRES11DEL01 ,26,4.8,2,motorcycle 
AGRRES14DEL03 ,35,4.1,0,motorcycle 
PUNERES01DEL03 ,26,4.8,2,electric_scooter 
ALHRES05DEL02 ,26,4.8,0,motorcycle 
HYDRES04DEL01 ,36,4.8,2,motorcycle 
HYDRES20DEL03 ,38,4.1,2,scooter 
PUNERES14DEL01 ,28,4.2,2,electric_scooter 
KOCRES18DEL03 ,25,4.9,2,motorcycle 
INDORES11DEL03 ,29,4.7,2,scooter 
MUMRES17DEL03 ,27,4.7,1,scooter 
MUMRES04DEL02 ,26,4.7,1,scooter 
VADRES04DEL02 ,27,4.6,2,electric_scooter 
RANCHIRES11DEL03 ,26,4.5,2,motorcycle 
COIMBRES17DEL01 ,34,3.5,1,motorcycle 
HYDRES11DEL01 ,38,5,0,motorcycle 
AGRRES09DEL03 ,29,4.5,2,motorcycle 
RANCHIRES13DEL03 ,35,4.5,2,scooter 
ALHRES14DEL01 ,36,5,2,motorcycle 
PUNERES04DEL03 ,22,4.7,2,scooter 
PUNERES18DEL03 ,33,4.5,1,motorcycle 
MYSRES02DEL01 ,28,4.9,0,motorcycle 
SURRES03DEL03 ,32,4.4,2,electric_scooter 
MUMRES11DEL03 ,38,4.5,0,motorcycle 
VADRES010DEL03 ,38,4.5,1,motorcycle 
HYDRES18DEL02 ,21,4.5,2,scooter 
AURGRES010DEL02 ,30,4.7,2,scooter 
RANCHIRES15DEL01 ,NaN ,NaN ,1,motorcycle 
VADRES010DEL02 ,30,3.6,2,scooter 
BANGRES05DEL03 ,20,4.7,1,motorcycle 
HYDRES08DEL02 ,35,3.6,1,scooter 
MUMRES18DEL01 ,28,4.6,0,motorcycle 
MUMRES16DEL02 ,33,4.2,0,motorcycle 
SURRES07DEL03 ,21,4.8,0,motorcycle 
HYDRES07DEL02 ,21,4.9,2,electric_scooter 
HYDRES05DEL01 ,35,4.5,1,scooter 
BANGRES18DEL03 ,33,4.2,2,scooter 
INDORES19DEL02 ,31,3.6,2,motorcycle 
SURRES16DEL01 ,36,4.8,2,motorcycle 
MUMRES11DEL02 ,38,4.8,2,scooter 
JAPRES02DEL01 ,24,4.6,0,motorcycle 
SURRES14DEL01 ,23,4.7,1,motorcycle 
BHPRES15DEL02 ,39,5,0,motorcycle 
MYSRES06DEL03 ,25,4.8,1,motorcycle 
PUNERES03DEL02 ,29,4.9,1,motorcycle 
VADRES18DEL03 ,37,4.5,1,scooter 
PUNERES05DEL02 ,37,4.1,0,motorcycle 
PUNERES02DEL02 ,38,4.9,0,motorcycle 
MYSRES16DEL02 ,27,4.7,0,motorcycle 
KOLRES14DEL02 ,30,4.6,2,scooter 
CHENRES010DEL02 ,23,5,1,motorcycle 
HYDRES13DEL02 ,30,4.6,2,motorcycle 
MYSRES11DEL03 ,35,4.6,0,motorcycle 
KNPRES16DEL02 ,35,5,0,motorcycle 
HYDRES03DEL01 ,26,4.9,1,motorcycle 
MUMRES17DEL03 ,32,5,0,motorcycle 
GOARES07DEL02 ,24,4.7,1,scooter 
AGRRES14DEL02 ,29,4.7,1,motorcycle 
MUMRES09DEL03 ,28,4.8,2,electric_scooter 
HYDRES12DEL01 ,25,4.9,2,scooter 
RANCHIRES16DEL01 ,30,4.4,1,motorcycle 
BANGRES11DEL02 ,NaN ,NaN ,1,motorcycle 
HYDRES07DEL02 ,32,3.8,2,motorcycle 
MYSRES01DEL02 ,36,4.6,0,motorcycle 
SURRES13DEL01 ,36,4.8,2,scooter 
MUMRES20DEL02 ,30,4.7,0,motorcycle 
BANGRES05DEL02 ,20,4.8,1,motorcycle 
RANCHIRES06DEL02 ,26,4.7,0,motorcycle 
BANGRES03DEL02 ,35,4.2,0,motorcycle 
VADRES12DEL01 ,31,4.7,1,scooter 
HYDRES07DEL03 ,22,4.7,2,scooter 
BHPRES12DEL01 ,35,4.7,2,scooter 
COIMBRES010DEL02 ,26,4.4,0,motorcycle 
KNPRES01DEL02 ,37,4.2,0,motorcycle 
SURRES18DEL03 ,37,4,0,motorcycle 
AURGRES20DEL03 ,20,4.6,2,electric_scooter 
HYDRES13DEL02 ,37,4.7,2,electric_scooter 
LUDHRES02DEL03 ,30,4.2,0,motorcycle 
RANCHIRES17DEL01 ,31,4.6,1,motorcycle 
MYSRES01DEL02 ,37,4.9,2,scooter 
LUDHRES20DEL01 ,27,5,2,motorcycle 
MYSRES02DEL02 ,26,4.2,0,motorcycle 
RANCHIRES18DEL02 ,31,4.4,0,motorcycle 
BANGRES03DEL03 ,24,4.5,2,scooter 
JAPRES010DEL02 ,33,4.6,2,scooter 
HYDRES010DEL02 ,38,4.9,2,electric_scooter 
RANCHIRES06DEL03 ,38,5,1,scooter 
COIMBRES15DEL03 ,26,4.8,1,motorcycle 
RANCHIRES07DEL03 ,32,5,1,motorcycle 
COIMBRES19DEL01 ,30,4.4,0,motorcycle 
CHENRES13DEL02 ,33,4.9,1,motorcycle 
AGRRES06DEL01 ,34,4.4,2,scooter 
MUMRES06DEL01 ,23,5,1,motorcycle 
MUMRES17DEL02 ,29,4.7,1,motorcycle 
VADRES19DEL02 ,27,4.5,0,motorcycle 
MUMRES05DEL02 ,29,4.8,2,scooter 
COIMBRES06DEL01 ,35,4.8,1,scooter 
PUNERES14DEL02 ,23,4.7,1,motorcycle 
AURGRES14DEL02 ,33,4.9,0,motorcycle 
ALHRES13DEL02 ,38,4.9,0,motorcycle 
VADRES13DEL01 ,39,4.8,2,electric_scooter 
PUNERES19DEL03 ,29,4.6,2,scooter 
JAPRES14DEL02 ,33,4.9,2,electric_scooter 
BANGRES14DEL03 ,36,4.7,1,scooter 
SURRES09DEL03 ,32,5,1,motorcycle 
SURRES15DEL02 ,38,4.7,1,motorcycle 
SURRES08DEL01 ,23,5,1,motorcycle 
MYSRES12DEL02 ,29,4.8,1,scooter 
RANCHIRES20DEL02 ,38,4.1,0,motorcycle 
MYSRES16DEL02 ,38,4.3,1,scooter 
HYDRES02DEL01 ,31,4.4,0,motorcycle 
MYSRES01DEL01 ,37,5,2,electric_scooter 
BANGRES19DEL02 ,31,5,2,electric_scooter 
PUNERES04DEL03 ,31,4.5,2,electric_scooter 
RANCHIRES010DEL01 ,35,4.3,0,motorcycle 
AGRRES20DEL02 ,34,4.7,2,scooter 
MUMRES05DEL02 ,21,4.6,2,motorcycle 
SURRES09DEL02 ,31,4.6,2,scooter 
BANGRES18DEL03 ,25,5,2,motorcycle 
COIMBRES17DEL03 ,30,4.9,0,motorcycle 
AGRRES03DEL03 ,26,4.9,0,motorcycle 
COIMBRES13DEL01 ,32,4.9,1,motorcycle 
BANGRES07DEL03 ,25,4.8,0,motorcycle 
HYDRES02DEL01 ,32,4.5,2,scooter 
CHENRES05DEL01 ,30,4.9,1,scooter 
MUMRES18DEL03 ,38,4.2,0,motorcycle 
JAPRES05DEL02 ,25,4.6,0,motorcycle 
BANGRES03DEL02 ,30,4.6,2,motorcycle 
CHENRES010DEL01 ,24,4.7,1,scooter 
RANCHIRES07DEL01 ,28,4.6,2,scooter 
MUMRES06DEL02 ,38,4.9,1,motorcycle 
MUMRES04DEL01 ,23,4.7,1,scooter 
BHPRES08DEL02 ,23,5,2,motorcycle 
HYDRES14DEL01 ,36,3.8,1,motorcycle 
AURGRES03DEL03 ,20,4.8,0,motorcycle 
RANCHIRES15DEL02 ,20,4.8,2,motorcycle 
GOARES09DEL03 ,23,4.6,1,motorcycle 
KOLRES12DEL02 ,35,4.9,2,scooter 
MYSRES11DEL03 ,27,4.9,1,scooter 
BANGRES15DEL02 ,26,4.6,1,scooter 
CHENRES06DEL02 ,36,4.1,0,motorcycle 
SURRES05DEL03 ,26,5,1,scooter 
COIMBRES02DEL01 ,24,4.8,0,motorcycle 
SURRES05DEL02 ,39,3.5,1,scooter 
COIMBRES03DEL01 ,35,4.9,1,motorcycle 
CHENRES13DEL01 ,37,4.3,1,scooter 
JAPRES17DEL02 ,25,4.5,1,motorcycle 
VADRES16DEL02 ,38,4.6,2,scooter 
ALHRES11DEL01 ,37,4.8,1,scooter 
MUMRES02DEL01 ,22,4.6,0,motorcycle 
INDORES01DEL02 ,34,4.7,2,scooter 
CHENRES08DEL03 ,20,4.9,1,scooter 
RANCHIRES13DEL02 ,28,4.6,1,motorcycle 
PUNERES09DEL02 ,24,4.8,0,motorcycle 
HYDRES010DEL03 ,32,4.7,2,motorcycle 
INDORES12DEL03 ,32,3.9,2,motorcycle 
MYSRES11DEL01 ,34,4.5,0,motorcycle 
VADRES14DEL01 ,36,4.2,0,motorcycle 
MYSRES11DEL02 ,35,4.8,2,scooter 
MYSRES18DEL03 ,26,4.8,0,motorcycle 
MUMRES04DEL01 ,31,4.4,1,scooter 
VADRES17DEL01 ,29,4.8,2,scooter 
RANCHIRES09DEL01 ,22,4.6,1,scooter 
CHENRES12DEL02 ,29,5,1,scooter 
COIMBRES11DEL02 ,20,4.1,0,motorcycle 
SURRES02DEL02 ,36,4.4,0,motorcycle 
SURRES01DEL01 ,32,4.5,2,motorcycle 
BHPRES19DEL03 ,32,4.9,1,scooter 
CHENRES19DEL03 ,35,4.5,2,scooter 
LUDHRES07DEL01 ,30,4.3,1,motorcycle 
VADRES07DEL01 ,24,4.9,0,motorcycle 
VADRES13DEL03 ,27,4.7,1,motorcycle 
JAPRES05DEL02 ,31,4.9,2,electric_scooter 
COIMBRES010DEL01 ,30,4.6,2,motorcycle 
HYDRES18DEL03 ,23,4.3,1,scooter 
PUNERES20DEL02 ,24,4.9,2,motorcycle 
ALHRES13DEL02 ,30,4.9,2,electric_scooter 
CHENRES06DEL02 ,29,4.8,1,motorcycle 
KNPRES16DEL01 ,31,4.7,2,electric_scooter 
CHENRES05DEL01 ,21,4.9,2,electric_scooter 
RANCHIRES01DEL02 ,20,4.8,2,scooter 
SURRES07DEL02 ,22,4.6,2,electric_scooter 
AURGRES07DEL02 ,24,4.6,1,scooter 
INDORES01DEL01 ,37,4.6,1,scooter 
AURGRES09DEL01 ,28,5,1,scooter 
HYDRES12DEL02 ,20,4.7,2,motorcycle 
COIMBRES14DEL01 ,36,4.6,1,scooter 
MUMRES12DEL01 ,24,4.6,1,scooter 
SURRES12DEL02 ,20,4.9,1,scooter 
HYDRES20DEL02 ,39,4.8,1,motorcycle 
JAPRES20DEL01 ,32,4.2,0,motorcycle 
MUMRES15DEL01 ,20,4.7,2,scooter 
JAPRES01DEL01 ,30,5,1,motorcycle 
PUNERES17DEL02 ,26,4.6,2,electric_scooter 
BANGRES16DEL02 ,25,4.5,0,motorcycle 
RANCHIRES09DEL02 ,25,4.7,2,scooter 
MYSRES13DEL02 ,37,4.6,0,motorcycle 
AGRRES12DEL01 ,26,4.9,2,scooter 
HYDRES08DEL02 ,21,4,2,electric_scooter 
LUDHRES09DEL03 ,28,4.3,2,scooter 
BANGRES09DEL02 ,37,4.9,2,scooter 
CHENRES19DEL02 ,NaN ,NaN ,2,scooter 
COIMBRES18DEL03 ,24,4.6,1,scooter 
HYDRES010DEL02 ,38,4.9,0,motorcycle 
SURRES18DEL01 ,37,4.6,1,scooter 
MUMRES17DEL01 ,38,4.8,2,scooter 
PUNERES03DEL02 ,38,4.5,1,motorcycle 
PUNERES08DEL02 ,39,3.7,1,motorcycle 
HYDRES18DEL02 ,NaN ,NaN ,2,scooter 
INDORES11DEL03 ,29,4.6,2,scooter 
CHENRES18DEL02 ,NaN ,NaN ,3,scooter 
ALHRES08DEL01 ,32,4.1,1,motorcycle 
ALHRES14DEL02 ,20,4.9,0,motorcycle 
CHENRES17DEL03 ,25,5,2,motorcycle 
KOCRES12DEL01 ,28,4.7,1,scooter 
GOARES14DEL02 ,39,4.1,2,electric_scooter 
CHENRES17DEL03 ,27,5,2,motorcycle 
LUDHRES08DEL03 ,NaN ,NaN ,2,electric_scooter 
BANGRES06DEL02 ,35,4.8,0,motorcycle 
RANCHIRES04DEL03 ,26,4.9,1,scooter 
MUMRES15DEL02 ,28,4.7,0,motorcycle 
DEHRES09DEL03 ,39,4.7,1,motorcycle 
COIMBRES02DEL01 ,36,4.7,1,motorcycle 
SURRES05DEL01 ,39,4.7,0,motorcycle 
INDORES19DEL01 ,35,4.9,0,motorcycle 
HYDRES17DEL03 ,35,4.7,2,scooter 
COIMBRES02DEL01 ,31,4.2,2,scooter 
VADRES03DEL02 ,21,4.9,0,motorcycle 
JAPRES19DEL03 ,35,4.9,2,electric_scooter 
MYSRES15DEL03 ,34,4.6,0,motorcycle 
CHENRES14DEL01 ,29,4.1,0,motorcycle 
PUNERES04DEL01 ,23,4.8,0,motorcycle 
JAPRES04DEL02 ,29,4.6,2,scooter 
JAPRES15DEL03 ,24,5,0,motorcycle 
MUMRES010DEL01 ,22,4.6,2,electric_scooter 
INDORES11DEL02 ,38,4.7,0,motorcycle 
BANGRES18DEL03 ,29,5,2,motorcycle 
BANGRES07DEL01 ,22,5,1,motorcycle 
INDORES14DEL03 ,21,4.9,1,scooter 
CHENRES08DEL01 ,25,4.9,2,scooter 
MYSRES16DEL01 ,32,4.8,2,scooter 
HYDRES11DEL03 ,20,4.7,0,motorcycle 
INDORES05DEL01 ,37,4.8,1,scooter 
AURGRES18DEL02 ,29,4.6,1,motorcycle 
HYDRES07DEL02 ,36,4.4,1,scooter 
BANGRES010DEL03 ,29,4.5,2,motorcycle 
MYSRES20DEL03 ,33,4.7,1,scooter 
HYDRES11DEL01 ,31,4.7,0,motorcycle 
PUNERES02DEL02 ,30,4.6,1,motorcycle 
INDORES07DEL03 ,38,4.9,2,scooter 
LUDHRES07DEL01 ,36,5,0,motorcycle 
JAPRES15DEL03 ,35,4.9,2,scooter 
MUMRES14DEL01 ,20,4.8,1,motorcycle 
VADRES17DEL02 ,26,5,0,motorcycle 
BANGRES16DEL03 ,38,4,0,motorcycle 
JAPRES010DEL02 ,30,4.3,1,scooter 
AURGRES08DEL03 ,27,4.9,0,motorcycle 
COIMBRES02DEL03 ,39,4.9,0,motorcycle 
LUDHRES06DEL01 ,35,4.2,0,motorcycle 
AGRRES16DEL02 ,31,5,2,scooter 
JAPRES14DEL01 ,32,5,2,scooter 
RANCHIRES16DEL03 ,31,4,0,motorcycle 
CHENRES02DEL03 ,32,4.7,1,scooter 
LUDHRES09DEL02 ,29,4.9,1,motorcycle 
INDORES18DEL02 ,34,4.7,1,motorcycle 
JAPRES17DEL01 ,37,4.6,0,motorcycle 
PUNERES12DEL03 ,36,3.5,1,motorcycle 
RANCHIRES17DEL03 ,32,4.6,1,motorcycle 
RANCHIRES11DEL02 ,21,4.8,2,electric_scooter 
HYDRES19DEL02 ,37,5,1,scooter 
HYDRES04DEL02 ,34,4,0,motorcycle 
JAPRES04DEL02 ,28,4.9,2,scooter 
PUNERES06DEL02 ,33,4.9,2,scooter 
HYDRES17DEL03 ,32,4.8,1,motorcycle 
VADRES04DEL01 ,28,4.9,0,motorcycle 
INDORES11DEL01 ,32,4.7,0,motorcycle 
VADRES13DEL02 ,35,4.6,0,motorcycle 
RANCHIRES11DEL03 ,37,4.8,0,motorcycle 
MYSRES08DEL02 ,31,4.9,2,scooter 
RANCHIRES14DEL02 ,37,4.6,2,scooter 
AURGRES010DEL03 ,21,4.8,2,scooter 
VADRES12DEL01 ,25,4.6,2,scooter 
BANGRES07DEL02 ,36,4.9,1,motorcycle 
SURRES11DEL02 ,27,3.7,0,motorcycle 
COIMBRES16DEL01 ,20,4.6,0,motorcycle 
COIMBRES11DEL02 ,32,4.8,2,electric_scooter 
CHENRES13DEL01 ,36,4.7,0,motorcycle 
INDORES05DEL01 ,27,4.6,2,electric_scooter 
MYSRES15DEL01 ,26,4.7,2,electric_scooter 
PUNERES15DEL01 ,20,4.7,2,motorcycle 
MYSRES20DEL01 ,37,4.5,0,motorcycle 
PUNERES13DEL01 ,24,4.9,2,motorcycle 
INDORES01DEL01 ,36,4.1,0,motorcycle 
BANGRES15DEL02 ,28,4.5,0,motorcycle 
AURGRES14DEL01 ,29,4.8,2,electric_scooter 
MUMRES20DEL03 ,23,4.8,1,motorcycle 
MUMRES12DEL02 ,27,4.6,0,motorcycle 
SURRES19DEL02 ,24,4.9,0,motorcycle 
INDORES05DEL03 ,28,5,1,motorcycle 
JAPRES16DEL03 ,26,5,0,motorcycle 
HYDRES17DEL03 ,36,4.6,1,motorcycle 
MUMRES010DEL01 ,36,4.4,2,scooter 
VADRES03DEL01 ,33,4.9,0,motorcycle 
INDORES01DEL02 ,39,4.8,1,motorcycle 
BANGRES11DEL01 ,30,4.7,1,motorcycle 
INDORES16DEL02 ,28,4.6,1,scooter 
LUDHRES12DEL03 ,24,4.8,1,scooter 
CHENRES010DEL02 ,39,4.5,0,motorcycle 
MUMRES15DEL03 ,26,4.7,0,motorcycle 
BANGRES02DEL01 ,27,5,2,electric_scooter 
COIMBRES12DEL03 ,34,4.2,0,motorcycle 
CHENRES05DEL01 ,29,4.8,1,scooter 
COIMBRES02DEL03 ,31,5,0,motorcycle 
VADRES03DEL03 ,32,3.7,2,scooter 
AGRRES18DEL02 ,26,4.9,0,motorcycle 
MYSRES02DEL01 ,NaN ,NaN ,2,scooter 
JAPRES13DEL03 ,20,4.8,2,scooter 
VADRES20DEL01 ,23,4.6,1,scooter 
JAPRES04DEL01 ,27,5,2,motorcycle 
MYSRES09DEL02 ,25,4.9,1,scooter 
CHENRES08DEL02 ,39,4.8,2,motorcycle 
COIMBRES19DEL02 ,21,4.9,1,scooter 
SURRES15DEL01 ,30,4.5,2,electric_scooter 
KOLRES07DEL02 ,24,4.7,1,scooter 
PUNERES03DEL01 ,39,4.6,2,motorcycle 
HYDRES13DEL01 ,28,4.8,2,scooter 
HYDRES15DEL02 ,28,4.8,2,motorcycle 
MYSRES01DEL03 ,35,5,0,motorcycle 
INDORES12DEL03 ,25,4.9,1,motorcycle 
HYDRES01DEL03 ,25,4.4,0,motorcycle 
LUDHRES08DEL01 ,36,4.8,1,motorcycle 
JAPRES19DEL03 ,21,4.6,1,motorcycle 
CHENRES06DEL01 ,26,4.5,1,motorcycle 
RANCHIRES06DEL01 ,25,4.5,0,motorcycle 
BANGRES010DEL01 ,22,3.7,0,motorcycle 
KNPRES15DEL02 ,37,4.1,1,motorcycle 
INDORES01DEL02 ,33,3.9,2,motorcycle 
JAPRES09DEL02 ,22,4.5,0,motorcycle 
SURRES15DEL02 ,37,4.5,1,motorcycle 
HYDRES02DEL01 ,22,4.5,2,scooter 
MYSRES15DEL02 ,NaN ,NaN ,3,scooter 
KNPRES11DEL03 ,23,4.5,2,scooter 
CHENRES06DEL02 ,28,4.9,1,motorcycle 
BANGRES04DEL02 ,28,4.8,1,motorcycle 
MYSRES17DEL01 ,20,4.9,1,scooter 
MUMRES18DEL01 ,24,4,1,scooter 
COIMBRES12DEL03 ,39,4.6,0,motorcycle 
INDORES01DEL03 ,24,4.6,2,scooter 
MUMRES12DEL01 ,32,4.7,1,motorcycle 
SURRES09DEL03 ,28,4.5,2,electric_scooter 
COIMBRES08DEL02 ,26,4.9,1,motorcycle 
MYSRES08DEL03 ,24,4.8,1,scooter 
SURRES02DEL02 ,29,5,2,motorcycle 
JAPRES06DEL03 ,23,4.8,2,scooter 
VADRES20DEL02 ,30,4.5,0,motorcycle 
JAPRES16DEL02 ,21,4.6,1,scooter 
PUNERES17DEL02 ,34,4.9,2,scooter 
VADRES08DEL03 ,32,4.5,2,motorcycle 
MUMRES20DEL02 ,21,4.6,1,motorcycle 
HYDRES13DEL02 ,22,4.6,2,scooter 
CHENRES11DEL01 ,30,4,0,motorcycle 
AGRRES11DEL01 ,39,4.1,1,scooter 
INDORES12DEL01 ,23,4.8,0,motorcycle 
COIMBRES14DEL02 ,32,4.7,2,electric_scooter 
BANGRES17DEL03 ,28,4.6,0,motorcycle 
SURRES010DEL03 ,22,4.9,1,scooter 
GOARES18DEL03 ,34,4.9,0,motorcycle 
RANCHIRES20DEL02 ,34,4.9,2,scooter 
MUMRES19DEL02 ,33,5,2,electric_scooter 
JAPRES08DEL02 ,35,4.9,1,scooter 
MUMRES07DEL01 ,36,4.7,1,scooter 
BANGRES13DEL01 ,38,4.5,0,motorcycle 
PUNERES18DEL01 ,35,4.6,2,motorcycle 
JAPRES06DEL03 ,24,4.6,1,motorcycle 
RANCHIRES01DEL01 ,20,4.7,2,electric_scooter 
INDORES15DEL03 ,20,4.2,1,scooter 
PUNERES01DEL02 ,26,4.9,0,motorcycle 
BHPRES01DEL03 ,35,4.8,2,scooter 
PUNERES05DEL02 ,21,4.2,0,motorcycle 
LUDHRES12DEL03 ,30,4.9,2,scooter 
COIMBRES02DEL02 ,21,4.5,2,motorcycle 
SURRES02DEL03 ,31,4.6,0,motorcycle 
KOLRES03DEL01 ,24,5,1,motorcycle 
MYSRES13DEL03 ,27,5,0,motorcycle 
AGRRES18DEL03 ,29,3.5,1,motorcycle 
MUMRES14DEL01 ,33,4.8,1,motorcycle 
GOARES20DEL02 ,21,4.9,1,motorcycle 
JAPRES18DEL02 ,26,4.7,0,motorcycle 
MUMRES13DEL03 ,36,5,0,motorcycle 
ALHRES17DEL01 ,38,4.7,0,motorcycle 
SURRES09DEL02 ,24,4.4,0,motorcycle 
INDORES11DEL01 ,37,4.6,2,scooter 
RANCHIRES14DEL03 ,29,4.9,2,scooter 
MUMRES04DEL03 ,30,4.6,2,electric_scooter 
PUNERES07DEL01 ,27,4.5,1,scooter 
AURGRES20DEL01 ,34,4.7,0,motorcycle 
RANCHIRES13DEL01 ,37,3.5,2,scooter 
PUNERES03DEL03 ,39,4.8,0,motorcycle 
VADRES05DEL03 ,39,4.8,2,motorcycle 
CHENRES01DEL01 ,NaN ,NaN ,0,motorcycle 
SURRES20DEL02 ,29,4.9,0,motorcycle 
MUMRES010DEL02 ,30,4.7,1,motorcycle 
SURRES02DEL01 ,30,4.7,2,motorcycle 
VADRES14DEL01 ,24,4.5,0,motorcycle 
MYSRES05DEL02 ,37,4.9,1,scooter 
JAPRES15DEL02 ,32,4.2,1,scooter 
KOLRES05DEL03 ,29,4.9,0,motorcycle 
VADRES04DEL01 ,35,4,1,scooter 
COIMBRES18DEL01 ,34,4.2,2,scooter 
BHPRES09DEL03 ,29,4.8,1,scooter 
HYDRES11DEL02 ,35,4.5,2,electric_scooter 
LUDHRES17DEL01 ,35,4.5,0,motorcycle 
HYDRES13DEL01 ,27,4.7,1,scooter 
HYDRES19DEL01 ,27,4.7,2,scooter 
VADRES05DEL02 ,22,4.5,0,motorcycle 
MUMRES17DEL01 ,31,4.7,0,motorcycle 
MYSRES07DEL02 ,33,5,1,motorcycle 
AGRRES09DEL02 ,35,4.7,2,scooter 
MUMRES07DEL01 ,37,4.3,1,scooter 
INDORES08DEL01 ,20,4,2,scooter 
AURGRES12DEL03 ,32,5,0,motorcycle 
RANCHIRES07DEL02 ,28,4,2,electric_scooter 
INDORES08DEL01 ,36,4.2,0,motorcycle 
CHENRES20DEL01 ,35,4.5,1,scooter 
HYDRES18DEL01 ,25,4.3,0,motorcycle 
COIMBRES14DEL02 ,NaN ,NaN ,0,motorcycle 
HYDRES05DEL01 ,36,4.2,2,scooter 
KOCRES16DEL03 ,37,5,1,motorcycle 
GOARES010DEL03 ,36,4.7,0,motorcycle 
CHENRES19DEL03 ,NaN ,NaN ,2,scooter 
PUNERES11DEL02 ,31,4.9,0,motorcycle 
JAPRES06DEL02 ,39,4.2,0,motorcycle 
COIMBRES15DEL02 ,23,4.3,0,motorcycle 
COIMBRES02DEL03 ,21,5,2,scooter 
MUMRES010DEL03 ,31,4.6,2,electric_scooter 
CHENRES18DEL03 ,38,4.8,1,motorcycle 
MUMRES09DEL01 ,28,4.7,1,scooter 
GOARES14DEL02 ,NaN ,NaN ,1,scooter 
MYSRES12DEL02 ,28,5,1,motorcycle 
COIMBRES06DEL02 ,30,4.1,1,scooter 
SURRES16DEL01 ,34,4.9,1,scooter 
SURRES16DEL01 ,29,5,0,motorcycle 
JAPRES05DEL03 ,35,4.9,1,scooter 
KOLRES03DEL02 ,39,4.8,2,scooter 
KOCRES11DEL03 ,23,4.6,1,motorcycle 
VADRES13DEL01 ,30,4.9,0,motorcycle 
SURRES05DEL03 ,28,4.8,1,scooter 
RANCHIRES20DEL03 ,NaN ,NaN ,3,electric_scooter 
MYSRES04DEL03 ,20,4.8,2,scooter 
RANCHIRES12DEL02 ,22,4.6,2,scooter 
MYSRES08DEL03 ,39,4.3,0,motorcycle 
SURRES14DEL02 ,22,4.7,0,motorcycle 
HYDRES14DEL01 ,38,4.3,0,motorcycle 
RANCHIRES08DEL03 ,25,4.6,1,scooter 
MYSRES15DEL03 ,33,4.8,0,motorcycle 
CHENRES12DEL02 ,35,4.8,1,motorcycle 
SURRES05DEL03 ,20,4.6,1,motorcycle 
AGRRES16DEL03 ,32,4.8,1,motorcycle 
MYSRES02DEL03 ,39,4.3,2,scooter 
KOCRES03DEL03 ,30,4.8,1,scooter 
MYSRES05DEL03 ,39,4.7,2,electric_scooter 
MYSRES11DEL01 ,24,4.9,0,motorcycle 
MUMRES15DEL03 ,37,4.3,0,motorcycle 
GOARES14DEL02 ,33,4.8,1,motorcycle 
MYSRES09DEL01 ,26,4.9,2,scooter 
GOARES14DEL01 ,21,4.5,1,motorcycle 
RANCHIRES04DEL01 ,21,4.7,2,motorcycle 
PUNERES17DEL01 ,27,4.9,2,scooter 
